,_id,businessZones,city,companyFullName,companyShortName,createTime,district,education,firstType,industryField,job_detail,lastLogin,positionId,positionLables,positionName,salary,secondType,skills,stationname,workYear
10,5b829bd2d664717a5c5102ad,,深圳,深圳佑驾创新科技有限公司,MINIEYE,2018-08-24 10:18:49,南山区,本科,开发|测试|运维类,"硬件,其他","基于产品需求和用户使用场景，负责测试方案落地实现，参与系统搭建、调试等工作
搭建算法相关自动化测试平台、参与数据处理等工具的开发和维护
职位要求：
熟悉Linux开发环境，了解C/C++开发语言
精通python，ruby, node.js，php等至少一门脚本语言
使用过mysql、MongoDB、sqlite等数据库
较强的逻辑思维能力、分析问题的能力，善于并表达自己的想法
强烈的责任心，有良好的沟通和团队意识
具有以下经验优先：
   1、web前端开发，了解一种以上开源web框架譬如flask、koa的架构
   2、持续集成、持续测试、持续部署、性能测试、自动化测试等工具的使用
   3、在校期间参加过ACM程序设计, 电子设计，数学建模等学科竞赛
   4、linux嵌入式设备测试
欢迎测试工程师转测试研发或python工程师岗位",1535259980000.0,3759498,[],python工程师,15k-30k,后端开发,"['linux', 'c', 'c', 'python', 'ruby', 'node.js', 'php', 'mysql', 'mongodb', 'sqlite', 'web', 'web', 'flask', 'koa', 'acm', 'linux', 'python']",深大,1-3年
11,5b829bd2d664717a5c5102af,"['车公庙', '香蜜湖']",深圳,乐格商业咨询（深圳）有限公司,乐格信息,2018-08-24 09:10:11,福田区,本科,开发|测试|运维类,"企业服务,数据服务","之前通过拉勾组建了iOS 小组，看到评论里面大家对我们公司面试人员的肯定，很是感激。
评论里办公环境得分不高，由于上次挑办公场所的时候时间紧迫，没能找到特别好的地方，不过我们已经敲定近期搬家计划。公司已经迅速发展到一百多号人，我们会尽力保证办公场所的质量和个性化。
我们福利挺好的，保障、奖金、团建、旅行、企业额外放假什么的。
我们团队氛围好，所有人爱美食，然后喜欢打游戏的一拨、爱运动的一拨、骚的一拨。
我们团队发展好，鼓励学习，鼓励专注，不鼓励加班。愿意资源和时间给个人发展。
职责描述
1. 负责各线产品的后台开发、测试和上线
2. 负责后台技术选型和架构设计
3. 负责开发流程、API接口、代码规范的制定，代码质量的把控、以及人员培养
4. 负责后台性能、稳定性以及扩展性的分析和改进
任职要求
1.计算机或相关专业本科、硕士学历
2. 3年以上互联网、数据、或者软件研发公司工作经验，主导过高质量的产品研发
3. 精通Python语言，熟悉Golang,  Node.js, Java等编程语言者优先
4.  对微服务架构、容器技术有深入了解
5. 有独立开发的软件库，或者能代表技术实力的个人Github账号或博客请在简历中注明",1535248208000.0,3428217,"['Golang', 'Java']",Python高级开发工程师,16k-28k,后端开发,"['ios', 'api', 'python', 'golang', 'node.js', 'java', 'github']",农林,3-5年
12,5b829bd2d664717a5c5102b1,"['深圳湾', '蛇口', '海上世界']",深圳,北京市商汤科技开发有限公司,商汤科技,2018-08-23 10:55:29,南山区,本科,开发|测试|运维类,移动互联网,"工作职责：
1、负责公司AI应用软件的功能开发；
3、参与公司重要产品的用户调研、需求分析、技术方案的制定并撰写相关技术文档。
 
任职要求：
1、 计算机或相关专业本科或以上学历，3年以上相关工作经验；
2、 技术栈：熟悉Python以及Python based的web UI架构;
3、 深刻理解计算机原理，有良好的数据结构和算法基础；
4、 具有AI应用产品开发经验者优先；
5、 熟练数据库表设计、SQL语法，熟练MySQL数据库
6、 学习能力强，拥有较强的逻辑思维能力，对问题有钻研精神，有较好的沟通交流能力。",1535084589000.0,4124555,"['大数据', 'Java']",Python开发工程师,15k-30k,后端开发,"['ai', 'python', 'python', 'based', 'web', 'ui', 'ai', 'sql', 'mysql']",海上世界,3-5年
13,5b829bd2d664717a5c5102b3,"['深圳湾', '科技园']",深圳,上海海知智能科技有限公司,海知智能,2018-08-22 11:04:00,南山区,本科,开发|测试|运维类,"移动互联网,数据服务","岗位描述：
1、根据公司业务需要，跟行业专家和算法专家合作，参与领域图谱的研发
2、常规数据处理（清洗、抽取、文本处理、数据库对接） 及相关NLP/ML工具的应用
3、大数据平台数据处理，例如Hadoop平台，PySpark程序的开发
4、相关文档的撰写
要求：
1、本科或者硕士以上学历（硕士优先，985/211优先）计算机或者相关理工专业，但是也欢迎有同等能力和经验的候选人
2、熟练掌握Python基本知识，了解Python的进阶特性（generators、decorators、多线程、面向对象编程等）
3、Pyton实际开发经验：熟悉Python生态、常见库、开发工具、和版本控制（Git）等。2年以上者优先；应届或初级开发需要计算机基础扎实，具有很强的学习能力
4、熟悉大数据技术（Hadoop/Spark等）、Linux命令者优先
5、良好的交流沟通能力，英语6级或者同等能力者优先",1535272470000.0,4838284,"['大数据', 'Hadoop']",Python开发工程师,20k-40k,后端开发,"['nlp', 'ml', 'hadoop', 'pyspark', 'python', 'python', 'generators', 'decorators', 'pyton', 'python', 'git', 'hadoop', 'spark', 'linux']",深大,3-5年
14,5b829bd2d664717a5c5102b5,"['科技园', '南山医院', '南头']",深圳,深圳市华宇讯科技有限公司,卖座网,2018-08-24 09:43:46,南山区,本科,开发|测试|运维类,"移动互联网,电子商务","岗位职责：
1.负责AI算法调度中间件的设计、开发和维护；
2.负责与算法模块与工程项目的集成。
职位要求：
1.本科及以上学历，3年以上的python项目开发经验；
2.深入理解离线数据流程和调度模式；
3.具有AI、计算机视觉相关项目经验者优先；
4.具有独立解决问题的能力，有很强的学习能力。",1535282142000.0,3910014,"['大数据', '数据挖掘', '算法']",Python工程师,10k-20k,后端开发,"['ai', 'python', 'ai']",深大,3-5年
15,5b829be8d664717a5c5102cb,,深圳,平安科技（深圳）有限公司,平安科技,2018-08-20 13:29:43,福田区,本科,开发|测试|运维类,金融,"岗位职责：负责平安云网络后台系统关键特性系统设计，核心代码开发，并参与系统的关键技术研究
任职要求：
1、优秀的软件开发能力，熟悉操作系统、数据结构、软件工程等软件开发知识
2、具备Python项目开发经验，具备Linux系统下开发软件经验
3、具备openstack项目经验，熟悉neutron/nova/keystone/cinder任一组件者优先
4、具备网络技术领域知识优先，包括TCP/IP协议、SDN、EVPN、VxLAN相关技术",1535091207000.0,4025005,['C++'],Python后台开发工程师（深圳）,10k-15k,后端开发,"['python', 'linux', 'openstack', 'neutron', 'nova', 'keystone', 'cinder', 'tcp', 'ip', 'sdn', 'evpn', 'vxlan']",八卦岭,不限
16,5b829be8d664717a5c5102cd,,深圳,武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2018-08-23 09:13:11,南山区,本科,开发|测试|运维类,移动互联网,"岗位职责：
1、 参与自研安全产品功能设计和需求分析
2、 独立完成部门内部的安全产品项目开发
3、 快速响应部门内部业务需求，并提供可靠的解决方案。 
4、 完善并优化现有项目功能，交付高质量的代码。
任职要求（满足4条就好，第一条是必要条件）：
1、熟悉Python语言，能够熟练使用python的web框架设计网站，例如django等。
2、熟练掌握各种web前端技术，包括html，js，jquery等。
3、熟悉多线程、多进程编程。
4、熟悉常用爬虫框架，如Scrapy框架。
5、有过分布式任务调度管理(celery)的经验，可熟练编写高并发程序。
6、有使用RabbitMQ、Kafka等消息组件的经验，相关技术能熟练应用到项目中。
7、熟悉Linux开发环境，掌握基本Shell命令。
8、有安全扫描器类开发经验者优先。
其他要求：
1、3年以上相关工作经验，本科及以上学历
2、具有良好的工作态度和职业道德
3、具有较强的表达能力，能主动沟通、并进行团队协作
4、工作主动性强，能承受一定的工作压力
5、具备较强的安全意识和一定安全风险控制能力
6、有较强的逻辑思维能力，对技术有强烈的兴趣，具有良好的学习能力；",1535097163000.0,4292395,"['信息安全', 'Java', 'JS', 'Node.js']",Python,10k-18k,后端开发,"['python', 'python', 'web', 'django', 'web', 'html', 'js', 'jquery', 'scrapy', 'celery', 'rabbitmq', 'kafka', 'linux', 'shell']",科苑,3-5年
17,5b829be8d664717a5c5102cf,['华强北'],深圳,深圳澳谷智能科技有限公司,深圳澳谷智能科技有限公司,2018-08-23 11:17:34,福田区,本科,开发|测试|运维类,其他,"职位描述：
作为深圳澳谷智能团队的一名应届软件工程师，你将负责确保澳谷智能的机器人的移动和行为方式达到智能化。
您将研究机器人使用的导航算法，以确保每个机器人能够智能地感知环境并规划其行动路线。 您还将致力于智能避障技术，并优化机器人与其基站的无线通信协议。
通常你主要使用Python（2.7x 和 3.5x）来书写代码，偶尔是被要求使用其他的语言来进行编程，比如：C或者C++。编程环境为Ubuntu。对于一些你不了解的或新的软件语言或工具，你也必须能够开放地学习，比如基于Python的机器人操作系统（ROS）。
你的参与将贯穿产品的全生命周期（从产品定义和设计到产品生产）。你将提出创意性的设计理念，从头至尾地负责不同层次（前端到后端）的相关工作。
你将在一个敏捷开发环境中，进行软件方面的设计、开发、测试、产品部署、维护及改进工作。你需要对自己的工作具有主人翁精神，管理掌控项目的完成时间及最终结果，掌握相关科技的发展与更新。
工作地点位于澳谷智能中国深圳办公室。
任职资格：
你必须具有: 
–国内优等大学的学位（必须是 985 大学，最理想是 C9 大学），或海归（毕业于计算机科学，软件工程或其他相关专业） 
–熟悉python（及其工具库）的编程技巧
–非常熟练使用其他通用语言进行编程，如：C或C++
–较强的Linux(Ubuntu环境)技术能力
–优秀的沟通技巧和团队合作能力
–中文普通话母语水平, 本职位没有英语语言要求 
 
以下的技能为加分项，不是你必须具备的: 
–熟悉机器人操作系统（ROS）
–在实际环境中，有使用和优化无线通讯协议的经验和能力
–曾在使用agile/scrum 方法实施的项目中担任     某项工作
这个职位是专门为具有才能的应届毕业生所设计的，所以对你没有社会工作经验的要求。然而，你必须在过去的12~18个月内，你必须在学校项目上，实习项目过程或者是个人项目中频繁使用Python来书写代码。
在工作中，你应该能够舒适地接受不同意见和质疑，并为在创业文化理念环境中工作而感到兴奋。你应该乐于学习新东西，并能开放地接受新的经验。当有其他方面需要你帮忙的时候，你应该有团队协助精神。
公司简介
澳谷智能 (August Robotics) 是一家致力于建立定制机器人解决方案的创业公司。
帮助人们和商业客户改善日常生活质量并且提高工作效率。
我们相信在不久的将来，特种机器人将在我们的日常生活中普遍存在，澳谷智能致力成为这场“机器人革命”的先行者。
澳谷智能 最近已完成约2350万人民币的融资，投资者来自于不同国家的风险投资公司，目前公司正在大力发展我们的团队。
如何申请
公司将向合格候选人提供有吸引力的薪金待遇。请发送简历和申请信到 tech.recruiting@augustrobotics.com.
公司网址：www.augustrobotics.com",1535076958000.0,5039949,"['C++', '全栈', '算法']",应届python工程师,12k-24k,后端开发,"['python', 'ubuntu', 'python', 'ros', 'c9', 'python', 'linux(ubuntu', 'ros', 'agile', 'scrum', 'python', 'august', 'robotics', 'tech.recruiting@augustrobotics.com', 'www.augustrobotics.com']",华强北,不限
18,5b829be8d664717a5c5102d1,,深圳,深圳开黑科技有限公司,暴鸡电竞,2018-08-24 15:41:22,南山区,本科,开发|测试|运维类,"移动互联网,文化娱乐","职位诱惑：
1、公司目前已完成A轮千万级别融资，产品稳定；
2、只要你有能力，入职2个月升职加薪不是问题；
3、餐补、车补、加班补贴等统统都有；
4、不定期团建，老板一言不合发红包；
5、团队氛围好，技术大牛多，关键是还有程序媛；
岗位职责
1、负责开黑科技旗下“暴鸡电竞”app/web后端的研发工作；
2、负责相关模块及服务器的日常维护。
职位要求
1、两年以上Python后端研发经验, 熟悉Django/Flask框架；
2、熟悉Nginx，redis，MySQL 等常用工具库；
3、了解Javascript、HTML、CSS；
4、熟悉Linux平台环境的开发，掌握Linux常用命令；
5、对新技术有强烈的探索欲望，责任心强，善于团队合作；
6、有app研发经验优先；
7、有Go语言开发经验优先。",1535204141000.0,2692694,"['Golang', 'Node.js']",Python研发工程师,13k-25k,后端开发,"['app', 'web', 'python', 'django', 'flask', 'nginx', 'redis', 'mysql', 'javascript', 'html', 'css', 'linux', 'linux', 'app', 'go']",深大,1-3年
19,5b829be8d664717a5c5102d3,,深圳,万汇互联（深圳）科技有限公司,万汇互联,2018-08-24 15:21:23,南山区,本科,开发|测试|运维类,"社交网络,金融","工作职责：
1.设计实现高可用的模拟交易/实盘交易任务调度；
2.设计实现基于DocKer/DocKerSwarm的回测/模拟盘/实盘/投研平台的安全解决方案；
职位要求：
1.计算机专业，三年以上相关工作经验，技术视野开阔，基础扎实；
2.熟练使用Python/PHP/C++其中的至少两种工具；
3.熟悉常用WEB技术，例如数据库、高可用、安全等,并有实际应用的丰富经验；
4.带过技术团队，有良好的管理意识；",1535104573000.0,4887920,"['C++', '后端']",Python系统开发工程师,25k-50k,后端开发,"['docker', 'dockerswarm', 'python', 'php', 'c', 'web']",桃园,3-5年
20,5b829be8d664717a5c5102d5,"['科技园', '白石洲', '大冲']",深圳,北京比特大陆科技有限公司,比特大陆,2018-08-22 11:54:33,南山区,本科,开发|测试|运维类,"移动互联网,硬件","岗位职责：
    1. 和架构师一起，开发人机对话系统/知识图谱系统等；
    2. 建设公司对外开放平台；
    3. 负责系统的维护；
 
任职要求：
     1. 熟悉Postgresql、MySQL, MongoDB等主流数据库；
     2. 熟悉tornado/flask/django中的任意一种；
     3. 2年或以上Python开发工作经验；
     4. 有代码review和代码自测习惯；
     5. 良好的沟通和团队协作能力；
     6. 流畅的英文阅读能力，CET6或以上；
     7. 优秀的学习和分享能力，可以和团队一起成长；
 
加分项：
  1. 熟悉Java, C++
  2. 熟悉 ElasticSearch、Kibana；
  3. 有NLP或者机器学习相关的项目开发经验；
  4. 有 TensorFlow 或其他相关机器学习使用经验；
  5. 熟悉 Hadoop 生态，如 HDFS, Hive, Impala, HBase, Kylin 等；
  6. 熟悉Spark，Storm等；
 
 ",1535078213000.0,4837964,['Java'],Python开发工程师-深圳-01278,13k-25k,后端开发,"['postgresql', 'mysql', 'mongodb', 'tornado', 'flask', 'django', 'python', 'review', 'cet6', 'java', 'elasticsearch', 'kibana', 'nlp', 'tensorflow', 'hadoop', 'hdfs', 'hive', 'impala', 'hbase', 'kylin', 'spark', 'storm']",白石洲,3-5年
21,5b829be8d664717a5c5102d7,"['后海', '科技园']",深圳,深圳羚羊极速科技有限公司,羚羊极速,2018-08-24 17:38:01,南山区,本科,开发|测试|运维类,移动互联网,"【岗位职责】
1. 负责自动化运维平台研发，提升运维、开发协作效率，推进标准化运维；
2. 与产品研发人员充分沟通，开发运维后台服务平台，通过量化指标，提升运维质量。
3. 开发核心通用运维组件，包括健康监控、运维数据采集、性能报警、运营数据和其余自动化运维组件
4. 技术预研、深入发掘业务需求并能够敏捷的将其实现。
【任职要求】
1. 本科以上学历，扎实的编程功底，具有高效的学习能力、服务理念和合作精神，对所负责工作有 owner 意识；
2. 熟练掌握 Python 或 golang 语言，至少有 Flask/Django/Beego/Gin 框架之一的开发经验；
3. 熟悉 MongoDB 数据库，熟悉 k8s + docker 架构；
4. 具备优秀的系统设计和架构的意识，熟悉常用的运维系统的设计原则
加分项：
1. 有相关作品展示，最好能提供 Blog 或 github 地址
2. 有过运维工作经验",1535090037000.0,4467078,"['云计算', '运维', 'Linux']",Python 开发工程师,15k-30k,运维,"['owner', 'python', 'golang', 'flask', 'django', 'beego', 'gin', 'mongodb', 'k8s', 'docker', 'blog', 'github']",桃园,3-5年
